ActionType,ActionParameters,duration,,,,,,
AddConnection,"Sanjorge, Kidnapped",30,,,,,,
AddElement,Barranco,12,,,,,,
AddConnection,"Barranco, Kidnapped, GAStech",53,,,,,,
AddConnection,"GAStech, Kidnapped",1,,,,,,
AddConnection,"GAStech, Kidnapped",1,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco",1,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco, Sanjorge",3,,,,,,
AddConnection,"GAStech, Kidnapped",4,,,,,,
AddConnection,"GAStech, Kidnapped",1,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco",2,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco, Sanjorge",1,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco, Sanjorge",2,,,,,,
AddConnection,"GAStech, Kidnapped",28,,,,,,
AddElement,GAStech,50,,,,,,
AddConnection,"GAStech, Kidnapped",3,,,,,,
AddConnection,"GAStech, Kidnapped, Sanjorge",1,,,,,,
AddConnection,"GAStech, Kidnapped, Sanjorge, Barranco",6,,,,,,
AddConnection,"GAStech, Kidnapped",11,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco",1,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco, Sanjorge",2,,,,,,
AddConnection,"GAStech, Kidnapped, Sanjorge",1,,,,,,
AddConnection,"GAStech, Kidnapped, Sanjorge",1,,,,,,
AddConnection,"GAStech, Kidnapped, Sanjorge, GAStech",2,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco",1,,,,,,
AddConnection,"GAStech, Kidnapped, Barranco, GAStech",2,,,,,,
AddConnection,"GAStech, Kidnapped",19,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann",1,,,,,,
AddElement,GAStech,34,,,,,,
AddElement,Kiddnapped,15,,,,,,
AddElement,SanJorge,6,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco",13,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco",5,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech",17,,,,,,
AddElement,Barranco,7,,,,,,
AddElement,Sanjorge,17,,,,,,
AddElement,Campo-Corrente,23,,,,,,
AddElement,Vasco-Feed,99,,,,,,
Search,orhan from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,orhan from 1982-01-01 to 2015-01-01 page 0,20,,,,,,
Search,roucoulement from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,roucoulement from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Sanjorge, GAStech",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Sanjorge",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech, Barranco",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Barranco",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech, Vasco-Feed",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech, Campo-Corrente",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, GAStech",5,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped, Vasco-Feed",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped, Campo-Corrente",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped, Barranco",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped",4,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped, Sanjorge",38,,,,,,
EditNotes,VASTRDI_revision_4_June_19_11:01_AM.patch,89,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Sanjorge from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Sanjorge from 1982-01-01 to 2015-01-01 page 0,38,,,,,,
Search,Sanjorge from 1982-01-01 to 2015-01-01 page 0,38,,,,,,
EditNotes,VASTRDI_revision_5_June_19_11:04_AM.patch,79,,,,,,
GetDetail,Article 56,7,,,,,,
GetDetail,Article 279,15,,,,,,
GetDetail,Article 59,14,,,,,,
GetDetail,Article 99,29,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped, Sanjorge",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco",1,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped",2,,,,,,
AddConnection,"GAStech, Kidnapped, GAStech, Edvard Vann, Sanjorge, Barranco, Kiddnapped, Sanjorge",123,,,,,,
GetDetail,Article 408,18,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,San from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,San from 1982-01-01 to 2015-01-01 page 0,16,,,,,,
Search,SanJorge from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,kidnap from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,fire from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,fire from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,22,,,,,,
GetDetail,Article 406,11,,,,,,
GetDetail,Article 121,9,,,,,,
GetDetail,Article 227,8,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,17,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,47,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,kidnapped from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,kidnapped from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
GetDetail,Article 59,9,,,,,,
EditNotes,VASTRDI_revision_6_June_19_11:13_AM.patch,1,,,,,,
GetDetail,Article 430,37,,,,,,
GetDetail,Article 408,82,,,,,,
EditNotes,VASTRDI_revision_8_June_19_11:15_AM.patch,125,,,,,,
GetDetail,Article 430,23,,,,,,
GetDetail,Article 423,20,,,,,,
GetDetail,Article 446,12,,,,,,
EditNotes,VASTRDI_revision_11_June_19_11:18_AM.patch,112,,,,,,
GetDetail,Article 430,8,,,,,,
EditNotes,VASTRDI_revision_14_June_19_11:20_AM.patch,100,,,,,,
GetDetail,Article 99,20,,,,,,
EditNotes,VASTRDI_revision_16_June_19_11:22_AM.patch,23,,,,,,
GetDetail,Article 423,18,,,,,,
GetDetail,Article 81,19,,,,,,
EditNotes,VASTRDI_revision_17_June_19_11:23_AM.patch,36,,,,,,
GetDetail,Article 446,24,,,,,,
EditNotes,VASTRDI_revision_18_June_19_11:24_AM.patch,107,,,,,,
GetDetail,Article 124,22,,,,,,
GetDetail,Article 213,28,,,,,,
Search,kidnapped from 1982-01-01 to 2014-01-20 page 0,7,,,,,,
Search,kidnapped from 2014-01-20 to 2014-01-20 page 0,15,,,,,,
GetDetail,Article 2,49,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 0,2,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 0,10,,,,,,
GetDetail,Article 442,27,,,,,,
Search,GASTech from 2014-01-20 to 2014-01-20 page 0,5,,,,,,
Search,GASTech from 2014-01-20 to 2014-01-20 page 0,5,,,,,,
Search,gastech from 2014-01-20 to 2014-01-20 page 0,7,,,,,,
Search,gastech from 2014-01-20 to 2014-01-20 page 0,6,,,,,,
Search,gastech from 2014-01-20 to 2014-01-20 page 0,6,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 0,5,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 1,8,,,,,,
GetDetail,Article 317,8,,,,,,
GetDetail,Article 255,15,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 2,5,,,,,,
GetDetail,Article 441,23,,,,,,
EditNotes,VASTRDI_revision_20_June_19_11:30_AM.patch,27,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 3,2,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 4,4,,,,,,
GetDetail,Article 139,6,,,,,,
GetDetail,Article 443,11,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 5,1,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 6,1,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 7,1,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 10,4,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 9,2,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 8,4,,,,,,
GetDetail,Article 87,39,,,,,,
GetDetail,Article 38,56,,,,,,
GetDetail,Article 123,42,,,,,,
GetDetail,Article 263,30,,,,,,
GetDetail,Article 449,10,,,,,,
EditNotes,VASTRDI_revision_22_June_19_11:34_AM.patch,53,,,,,,
GetDetail,Article 168,23,,,,,,
GetDetail,Article 49,19,,,,,,
GetDetail,Article 87,14,,,,,,
GetDetail,Article 123,71,,,,,,
EditNotes,VASTRDI_revision_23_June_19_11:37_AM.patch,103,,,,,,
GetDetail,Article 263,17,,,,,,
EditNotes,VASTRDI_revision_27_June_19_11:39_AM.patch,58,,,,,,
GetDetail,Article 263,3,,,,,,
GetDetail,Article 168,13,,,,,,
GetDetail,Article 49,7,,,,,,
GetDetail,Article 412,18,,,,,,
Search, from 2014-01-20 to 2014-01-20 page 7,5,,,,,,
GetDetail,Article 272,17,,,,,,
GetDetail,Article 289,30,,,,,,
GetDetail,Article 272,3,,,,,,
GetDetail,Article 289,2,,,,,,
GetDetail,Article 388,24,,,,,,
EditNotes,VASTRDI_revision_28_June_19_11:42_AM.patch,35,,,,,,
GetDetail,Article 92,25,,,,,,
EditNotes,VASTRDI_revision_29_June_19_11:43_AM.patch,18,,,,,,
GetDetail,Article 232,13,,,,,,
GetDetail,Article 380,11,,,,,,
GetDetail,Article 203,6,,,,,,
GetDetail,Article 203,2,,,,,,
GetDetail,Article 73,4,,,,,,
GetDetail,Article 354,9,,,,,,
GetDetail,Article 351,28,,,,,,
GetDetail,Article 341,8,,,,,,
GetDetail,Article 181,18,,,,,,
GetDetail,Article 426,6,,,,,,
GetDetail,Article 5,1,,,,,,
GetDetail,Article 426,39,,,,,,
Search, from 1982-01-01 to 2014-01-20 page 0,16,,,,,,
Search, from 1982-01-01 to 2014-01-20 page 0,1,,,,,,
EditNotes,VASTRDI_revision_30_June_19_11:46_AM.patch,77,,,,,,
Search,vann from 1982-01-01 to 2014-01-20 page 0,10,,,,,,
Search,san from 1982-01-01 to 2014-01-20 page 0,10,,,,,,
Search,Sanjorge from 1982-01-01 to 2014-01-20 page 0,7,,,,,,
Search,Sanjorge from 1982-01-01 to 2014-01-20 page 0,172,,,,,,
Search,vann from 1982-01-01 to 2014-01-20 page 0,3,,,,,,
Search, from 1982-01-01 to 2014-01-20 page 0,5,,,,,,
Search,vann from 1982-01-01 to 2014-01-20 page 0,4,,,,,,
Search,vann from 1982-01-01 to 2014-01-20 page 0,4,,,,,,
Search, from 1982-01-01 to 2014-01-20 page 0,8,,,,,,
EditNotes,VASTRDI_revision_31_June_19_11:51_AM.patch,6,,,,,,
Search,Edvard from 1982-01-01 to 2014-01-20 page 0,3,,,,,,
Search,Edvard from 1982-01-01 to 2014-01-20 page 0,51,,,,,,
EditNotes,VASTRDI_revision_32_June_19_11:52_AM.patch,17,,,,,,
GetDetail,Article 446,43,,,,,,
EditNotes,VASTRDI_revision_33_June_19_11:53_AM.patch,63,,,,,,
GetDetail,Article 213,26,,,,,,
Search,gastech from 1982-01-01 to 2014-01-20 page 0,3,,,,,,
Search,gastech from 1982-01-01 to 2014-01-20 page 0,6,,,,,,
Search,gastech from 1982-01-01 to 2014-01-20 page 0,1,,,,,,
Search,gastech from 1982-01-01 to 2014-01-20 page 0,4,,,,,,
Search, from 1982-01-01 to 2014-01-20 page 0,12,,,,,,
GetDetail,Resume-MinkeMies.pdf,50,,,,,,
Search,sanj from 1982-01-01 to 2014-01-20 page 0,3,,,,,,
Search,sanjorge from 1982-01-01 to 2014-01-20 page 0,2,,,,,,
Search,sanjorge from 1982-01-01 to 2014-01-20 page 0,1,,,,,,
Search,sanjorge from 1982-01-01 to 2014-01-20 page 0,6,,,,,,
Search,sten' from 1982-01-01 to 2014-01-20 page 0,1,,,,,,
Search,sten from 1982-01-01 to 2014-01-20 page 0,2,,,,,,
Search,sten from 1982-01-01 to 2014-01-20 page 0,5,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,sten.san from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,sten.sanjorge from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,17,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,15,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,0,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Article 213,4,,,,,,
Search,None from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,sanjorge from 1982-01-01 to 2015-01-01 page 0,9,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,vann from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,edvard from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,edvard from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,edvard from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,edvard from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
EditNotes,VASTRDI_revision_35_June_19_12:59_PM.patch,4,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,39,,,,,,
AddElement,Kidnapped,6,,,,,,
AddElement,GASTech,8,,,,,,
AddConnection,"Kidnapped, GASTech",159,,,,,,
Search,Sanjorge from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Sanjorge from 1982-01-01 to 2015-01-01 page 0,19,,,,,,
EditNotes,VASTRDI_revision_36_June_19_1:03_PM.patch,103,,,,,,
Search,Sanjorge AND Mies from 1982-01-01 to 2015-01-01 page 0,12,,,,,,
Search,Sanjorge AND Mies from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,Sanjorge AND Mies from 1982-01-01 to 2015-01-01 page 0,59,,,,,,
EditNotes,VASTRDI_revision_37_June_19_1:06_PM.patch,79,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,0,,,,,,
AddElement,Sanjorge,10,,,,,,
AddElement,Mies,13,,,,,,
AddConnection,"Kidnapped, GASTech, Sanjorge, Mies",3,,,,,,
AddConnection,"Kidnapped, GASTech",28,,,,,,
AddConnection,"Kidnapped, GASTech",1,,,,,,
AddConnection,"Kidnapped, GASTech",2,,,,,,
AddElement,Arpa,9,,,,,,
AddElement,Onda,4,,,,,,
AddConnection,"Kidnapped, GASTech, Arpa, Onda",29,,,,,,
AddConnection,"Kidnapped, GASTech, Arpa, Onda",3,,,,,,
AddConnection,"Kidnapped, GASTech, Arpa, Onda",6,,,,,,
AddElement,Osvaldo,10,,,,,,
AddElement,Pantanal,8,,,,,,
AddConnection,"Kidnapped, GASTech, Osvaldo, Pantanal",1,,,,,,
AddConnection,"Kidnapped, GASTech, Pantanal",31,,,,,,
AddConnection,"Kidnapped, GASTech, Pantanal",3,,,,,,
AddElement,Dedos,7,,,,,,
AddElement,Orilla,9,,,,,,
AddConnection,"Kidnapped, GASTech, Dedos, Orilla",24,,,,,,
AddConnection,"Kidnapped, GASTech",59,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,56,,,,,,
Search,Mies from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,Mies AND Sanjorge from 1982-01-01 to 2015-01-01 page 0,20,,,,,,
Search,Mies AND Sanjorge from 1982-01-01 to 2015-01-01 page 0,62,,,,,,
Search,Arpa AND Onda from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,Arpa AND Onda from 1982-01-01 to 2015-01-01 page 0,45,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,19,,,,,,
Search,Subject: RE: Files from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,Subject: Re: Files from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,23,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,Subject: Files from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Files from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,Files from 1982-01-01 to 2015-01-01 page 0,18,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,9,,,,,,
Search,Arpa AND Onda from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Arpa AND Onda from 1982-01-01 to 2015-01-01 page 0,38,,,,,,
Search,Arpa AND Onda AND Files from 1982-01-01 to 2015-01-01 page 0,11,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,28,,,,,,
Search,Mies AND Arpa OR Onda from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
EditNotes,VASTRDI_revision_38_June_19_1:23_PM.patch,28,,,,,,
Search,Mies AND Arpa OR Onda from 1982-01-01 to 2015-01-01 page 0,32,,,,,,
EditNotes,VASTRDI_revision_39_June_19_1:24_PM.patch,8,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,31,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
EditNotes,VASTRDI_revision_40_June_19_1:25_PM.patch,2,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,44,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,43,,,,,,
Search,subject: Files from 1982-01-01 to 2015-01-01 page 0,30,,,,,,
EditNotes,VASTRDI_revision_41_June_19_1:27_PM.patch,64,,,,,,
Search,Mies from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Mies from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,Onda from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,80,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,20,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,31,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,15,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,15,,,,,,
EditNotes,VASTRDI_revision_42_June_19_1:31_PM.patch,120,,,,,,
EditNotes,VASTRDI_revision_46_June_19_1:33_PM.patch,0,,,,,,
GetDetail,Article 265,12,,,,,,
GetDetail,Article 227,10,,,,,,
Search,removed from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,removed from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Article 419,29,,,,,,
GetDetail,Article 263,49,,,,,,
GetDetail,Article 87,10,,,,,,
Search,Avila from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,Avila from 1982-01-01 to 2015-01-01 page 1,3,,,,,,
Search,Avila from 1982-01-01 to 2015-01-01 page 0,13,,,,,,
GetDetail,Article 237,37,,,,,,
GetDetail,Article 87,15,,,,,,
Search,Miriam from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,Miriam from 1982-01-01 to 2015-01-01 page 0,73,,,,,,
EditNotes,VASTRDI_revision_48_June_19_1:41_PM.patch,60,,,,,,
GetDetail,Article 87,6,,,,,,
GetDetail,Article 168,59,,,,,,
Search,Publisher: Central  from 1982-01-01 to 2015-01-01 page 0,12,,,,,,
Search,Publisher: Central  from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,Publisher: Central  from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Publisher: Central  from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,Publisher: Central  from 1982-01-01 to 2015-01-01 page 0,10,,,,,,
GetDetail,Article 449,15,,,,,,
Search,Publisher: Central  from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,8,,,,,,
Search,Arpa from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Arpa from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Resume-EmileArpa.pdf,28,,,,,,
Search,Mies from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,Mies from 1982-01-01 to 2015-01-01 page 0,17,,,,,,
Search,Onda from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
Search,Onda from 1982-01-01 to 2015-01-01 page 0,12,,,,,,
Search,Onda from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Onda from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Osvald from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search,Osvald from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
Search,Osvald from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Osvaldo from 1982-01-01 to 2015-01-01 page 0,6,,,,,,
Search,Osvaldo from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,3,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,1,,,,,,
GetDetail,Resume-ElsaOrilla.pdf,13,,,,,,
GetDetail,Resume-LidelseDedos.pdf,25,,,,,,
GetDetail,Resume-RachelPantanal.pdf,31,,,,,,
Search,Pantanal from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
Search,Pantanal from 1982-01-01 to 2015-01-01 page 0,4,,,,,,
GetDetail,Employee Record 3,9,,,,,,
GetDetail,Employee Record 3,2,,,,,,
GetDetail,Employee Record 3,58,,,,,,
Search,Mies AND  from 1982-01-01 to 2015-01-01 page 0,5,,,,,,
Search,Mies AND Arpa from 1982-01-01 to 2015-01-01 page 0,7,,,,,,
Search,Mies AND Arpa from 1982-01-01 to 2015-01-01 page 0,59,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,9,,,,,,
Search, from 1982-01-01 to 2015-01-01 page 0,2,,,,,,
